AuthorID,Author,Date,Content,Attachments,Reactions
"511272055623122961","laurip","02/03/2022 6:17 pm","👋🏼","","👋 (6)"
"881860569051856956","Oleh#0408","02/03/2022 6:17 pm","hi","",""
"948554547704520804","Chris (EQ)#2977","02/03/2022 6:29 pm","Oh, I should have used a gif!","",""
"948554547704520804","Chris (EQ)#2977","02/03/2022 6:30 pm","https://tenor.com/view/how-you-doin-joey-smile-friends-how-are-you-gif-8259375","",""
"754641878934225008","odinfree","02/03/2022 6:34 pm","https://tenor.com/view/whats-going-on-meerkat-curious-raise-head-attention-gif-21616668","",""
"527198827816681482","entropianic","02/03/2022 7:11 pm","https://tenor.com/view/bring-on-the-heat-spicy-food-spicy-sisu-raya-and-the-last-dragon-gif-20711545","",""
"260514830006485002","milan3774","02/03/2022 7:41 pm","https://media.giphy.com/media/1ncq2XAnrLN2d90Q3C/giphy.gif","",""
"260514830006485002","milan3774","03/03/2022 1:56 am","gm sers, was trying to run pathfinder, am stuck on this error:
```
./target/release/pathfinder --ethereum.url https://eth-goerli.gateway.pokt.network/v1/lb/FOO_ID
2022-03-02T20:24:40.562747Z  INFO 🏁 Starting node.
Error: Create python process for call handling

Caused by:
    0: Failed to start python subprocess
    1: failed to read ready from python process, read: """"
```","",""
"260514830006485002","milan3774","03/03/2022 1:56 am","my virtualenv is activated","",""
"750641539839164416","DZupp#5913","03/03/2022 2:34 am","Couple of dumb questions. A full archive node is a requirement, does it matter if it is Erigon or does it have to be geth? Best/cheapest dedicated server provider to set up one? 
Is there a plan to cancel this req in the future - is it a must that both (full archive and l2 node) run on same machine?","",""
"948554547704520804","Chris (EQ)#2977","03/03/2022 3:14 am","try the same from within the `py` directory","",""
"260514830006485002","milan3774","03/03/2022 3:24 am","same thing","",""
"948554547704520804","Chris (EQ)#2977","03/03/2022 3:28 am","~~Please try
`cargo run --release --bin pathfinder -- --ethereum.url https://eth-goerli.gateway.pokt.network/v1/lb/FOO_ID`
With current working directory being `pathfinder/py`~~","",""
"948554547704520804","Chris (EQ)#2977","03/03/2022 3:30 am","Both nodes do not have to run on the same machine, for example I'm using infura in my case.","",""
"260514830006485002","milan3774","03/03/2022 3:31 am","still the same 😦","",""
"948554547704520804","Chris (EQ)#2977","03/03/2022 3:32 am","Ok, there is no requirement for a particular cwd, sorry for that.","",""
"948554547704520804","Chris (EQ)#2977","03/03/2022 3:33 am","@milan - where is your `.venv` exactly?","",""
"260514830006485002","milan3774","03/03/2022 3:37 am","`/Users/m/.pyenv/versions/3.9.6/envs/pathfinder` - I'm using pyenv + pyenv-virtualenv, but I've used the `source` way to activate it","",""
"948554547704520804","Chris (EQ)#2977","03/03/2022 3:39 am","OK, so you need to place your `.venv` in `pathfinder/py`","",""
"948554547704520804","Chris (EQ)#2977","03/03/2022 3:39 am","The node is looking for particular python scripts in a dir relative to your `.venv` path, hence the problem.","",""
"948554547704520804","Chris (EQ)#2977","03/03/2022 3:41 am","https://github.com/eqlabs/pathfinder#python-setup","",""
"750641539839164416","DZupp#5913","03/03/2022 3:41 am","Ok. Does that mean that Archive Data option must be purchased $250/mo or it doesn't matter? Guess not.","",""
"260514830006485002","milan3774","03/03/2022 3:49 am","ok, it seems just copying over the pyenv to py/.venv doesn't work, I'll try to create a virtualenv tomorrow, thanks for the help so far @Chris (EQ)","",""
"948554547704520804","Chris (EQ)#2977","03/03/2022 3:50 am","I think that following the readme by the letter should help, let's continue tomorrow 👍 .","","🙏 (1)"
"948554547704520804","Chris (EQ)#2977","03/03/2022 3:52 am","I need to confirm with Mirko,  but looks like this option was indeed purchased. He is offline right now. Will let you know tomorrow - ok?","",""
"750641539839164416","DZupp#5913","03/03/2022 10:59 am","Ok, ty","",""
"511272055623122961","laurip","03/03/2022 11:43 am","Doesn't Alchemy provide archive nodes for free, still","",""
