AuthorID,Author,Date,Content,Attachments,Reactions
"471357824299958273","crypto_rachel","09/06/2023 1:31 am","🤔  first 😄","","🥇 (7),😎 (2),💵 (1)"
"989275482488983663","AnthonyNicholas#4331","13/06/2023 6:44 pm","Hey @Uniswap Community Developer  👋 

Here are some resources for you to learn about Uniswap v4 👇 

Core: https://github.com/Uniswap/v4-core
Examples of hooks: https://github.com/Uniswap/v4-periphery/tree/main/contracts/hooks/examples
Whitepaper: https://github.com/Uniswap/v4-core/blob/main/whitepaper-v4-draft.pdf","","🔥 (11),🙏 (5)"
"769344447158419487","CasualDegen#9166","13/06/2023 6:47 pm","weeeen in prod ?","",""
"769344447158419487","CasualDegen#9166","13/06/2023 6:47 pm","next few mnths?","",""
"843280615754956801","thuongtc","13/06/2023 6:50 pm","","",""
"874945032862449674","_gr_","13/06/2023 6:55 pm","eagerly awaiting sdk update to support v4 🔥 🤩","",""
"796477174592962571","mangoeth","13/06/2023 6:59 pm","Oof that poor poor mapping holding all the shitcoin pools. :nervousintensifies:","","😆 (3)"
"898791107566112818","namngrg","13/06/2023 7:09 pm","super excited for this 🔥","",""
"1024969451671650355","uglybear#3956","13/06/2023 7:10 pm","?/<>","",""
"386253127936114690","rajazuberi","13/06/2023 7:14 pm","Congratulations guys!","",""
"1040766353361076345","ritzydev","13/06/2023 7:15 pm","@Anthony 🦄 // Community Manager is there a link for contributions","",""
"1040766353361076345","ritzydev","13/06/2023 7:17 pm","Anyone available from the core dev team I can ask technical questions to?","",""
"401842633464610837","_kfx","13/06/2023 7:18 pm","looking forward to studying the new contracts!","","👀 (3)"
"770549149770448897","s6187","13/06/2023 7:21 pm","Sounds interesting but any idea how it would affect LPs?","",""
"1040766353361076345","ritzydev","13/06/2023 7:22 pm","It enables hooks so, you can hook additional ways to get revenue in.","",""
"1024969451671650355","uglybear#3956","13/06/2023 7:31 pm","@Crypto_Rachel @Crypto_Rachel","",""
"1111783554481913928","bravamariksarosa","13/06/2023 7:33 pm","@maristoni KSa rosa Br","",""
"769344447158419487","CasualDegen#9166","13/06/2023 7:47 pm","is it deployed on testnet somewhere?","",""
"769344447158419487","CasualDegen#9166","13/06/2023 7:47 pm","@Anthony 🦄 // Community Manager","",""
"416861811330252810","hiteshagrawal","13/06/2023 8:06 pm","🫡","",""
"149735676278079488","austino256","13/06/2023 8:10 pm","gm i will answer some questions about v4","",""
"149735676278079488","austino256","13/06/2023 8:12 pm","what is ur question","",""
"1040766353361076345","ritzydev","13/06/2023 8:14 pm","It looks like the hooks in the twap AMM handles orders in one of the hooks.  What prevent orders from piling up to the point where it DOS the service.  E.g too many orders to execute in a single block","",""
"149735676278079488","austino256","13/06/2023 8:15 pm","twamm nets and then executes the remaining swap. shouldn't be a dos vector","",""
"149735676278079488","austino256","13/06/2023 8:15 pm","more of a math issue.","",""
"1040766353361076345","ritzydev","13/06/2023 8:16 pm","Is the swap hook handle processing the limit orders, e.g it leverages regular swaps to do it's background processing?","",""
