AuthorID,Author,Date,Content,Attachments,Reactions
"652074546341347328","javi.eth","01/12/2020 10:11 pm","👋 Hey channel","","👋 (2)"
"610513505782726659","Mariano#5449","01/12/2020 10:15 pm","https://tenor.com/view/disney-moana-youre-welcome-maui-dance-gif-15810606","",""
"652074546341347328","javi.eth","01/12/2020 10:16 pm","Hi here! I have been checking  celostats reporting issues on baklava and seems that the stats submitting cannot recover when the connection is interrupted. Restarting the validator or the proxy seems to fix it and it starts reporting again. I will try to dig a bit deeper on the problems to see if we can recover gracefully without restarting any component.","https://cdn.discordapp.com/attachments/783326878806048819/783373531378745414/unknown.png","👍 (1)"
"610513505782726659","Mariano#5449","01/12/2020 10:17 pm","that's weird.... @Ponti | cLabs might be able to shed some light into this... he did some changes to celostats reporting","",""
"610513505782726659","Mariano#5449","01/12/2020 10:17 pm","and this is the new version, so his changes should be already in","",""
"690687170997911562","pontigaston","01/12/2020 10:20 pm","that's probably because we are adding `ethstats` or `celostats` to each proxy.","",""
"690687170997911562","pontigaston","01/12/2020 10:20 pm","Only one proxy should have it","",""
"690687170997911562","pontigaston","01/12/2020 10:22 pm","I remember adding that only the first proxy was the one in charge of the stats using celotools. Maybe that reboot used the same template, but every proxy was considered the first proxy?","",""
"652074546341347328","javi.eth","01/12/2020 10:23 pm","In this case there is only 1 proxy for each validator, but could be that we updated the proxy/validator not at the same exact time (i.e.: upgrade first the proxy to 1.2.2, then upgrade the validator)","",""
"690687170997911562","pontigaston","01/12/2020 10:31 pm","Ah, I misunderstood the error. Maybe the proxy got stuck waiting the message signed, and didn't retried to send it. I can check that this week","","🙏 (1)"
"396434327837343744","asghaier","02/12/2020 12:21 am","I would like to ask if it is possible to run Celo in a private network, and if there is any documentation","",""
"610513505782726659","Mariano#5449","02/12/2020 1:07 am","@asghaier we currently don't have any doc. But i recommend you take a look at https://github.com/celo-org/infrastructure/tree/master/helm-charts/testnet. 

What we do internally is use k8s + helm to launch an internal private network.","","👍 (1)"
"396434327837343744","asghaier","02/12/2020 1:37 am","thanks @Mariano | cLabs I am assuming that I have to change the network name and id in the values.yaml file to run my own private network","",""
"396434327837343744","asghaier","02/12/2020 1:37 am","Also, will the private network support the Phone Number Public Key feature","",""
"610513505782726659","Mariano#5449","02/12/2020 3:00 am","mmm i don't think so. In fact i'm missing a big part of it. You need to manually deploy the core contracts, to have a fully functional celo testnet. That means running truffle migrate on the protocol package in the monorepo.

Again, not very documente, so it might be hard","",""
"396434327837343744","asghaier","02/12/2020 3:09 am","@Mariano | cLabs what about the question that is private network support the Phone Number Public Key feature, does that mean if I deploy the core contracts it will support this feature","",""
"727576321814823022","Tong | cLabs#0568","02/12/2020 9:59 am","https://github.com/celo-org/celo-monorepo/tree/master/packages/phone-number-privacy/signer
Here it says Forno(node that celo's running) supports PNP, so I assume if you have a private network with core contracts deployed, you got PNP key feature","",""
"491666559601737738","timmoretonclabs","03/12/2020 12:09 am","So, thinking about celostats @Valentin | cLabs @Ponti | cLabs @Mariano | cLabs @pranay  -","",""
"491666559601737738","timmoretonclabs","03/12/2020 12:10 am","Anyone know JB's discor handle?","",""
"491666559601737738","timmoretonclabs","03/12/2020 12:12 am","From a requirements perspective -- the first main ask is make it trustable again. Ensure every validator that is reporting in, shows up on the list, every time, with the correct details.","",""
"491666559601737738","timmoretonclabs","03/12/2020 12:12 am","Make sure this happens despite proxies being spun up or down, nodes being upgraded, and hoptswapped, etc... key rotation","",""
"491666559601737738","timmoretonclabs","03/12/2020 12:13 am","We more or less added most of the details that validators needed already -- but there are a couple more minor tickets that from prior experience would be useful","",""
"491666559601737738","timmoretonclabs","03/12/2020 12:14 am","Being able to see versions for both validators as well as the reporting proxy would be helpful","",""
"491666559601737738","timmoretonclabs","03/12/2020 12:14 am","Being able to see consensus round number too. (in case of a consensus failure)","",""
"491666559601737738","timmoretonclabs","03/12/2020 12:14 am","Being able to see number of validator peers vs regular peers","",""
"491666559601737738","timmoretonclabs","03/12/2020 12:14 am","Then there are future requirements around full nodes, but i don't think we need to get to that yet","",""
"722478850440953888","valentinclabs","03/12/2020 12:15 am","What about Registered but not reporting validators?","",""
"491666559601737738","timmoretonclabs","03/12/2020 12:15 am","It's useful to see registered but not reporting","",""
"491666559601737738","timmoretonclabs","03/12/2020 12:15 am","probably useful to hide them too ?","",""
"491666559601737738","timmoretonclabs","03/12/2020 12:16 am","https://github.com/celo-org/celo-blockchain/issues/1234","",""
"690687170997911562","pontigaston","03/12/2020 12:16 am","We have already a known issue, about the data that has to be ""merged"" by the proxies. Today, only one proxy send its metrics, to the validator, to sign it, and then forwards it to the celostats-server. So, if you have 2 proxies, there's some data that we are not collecting","",""
"690687170997911562","pontigaston","03/12/2020 12:17 am","For example, the peers connected, should be a merged-field","",""
"491666559601737738","timmoretonclabs","03/12/2020 12:18 am","Yes, probably more thinking about how to show info on proxies vs validators.  For example, you might want a nested list underneath each validator. Or maybe not.","",""
"690687170997911562","pontigaston","03/12/2020 12:21 am","Well, defining that will probably determine if we need changes on the blockchain side, or the celostats-server.
Do we expect to have only one message per validator-proxies, or 1 for every proxy.","",""
"690687170997911562","pontigaston","03/12/2020 12:23 am","Another change that we talked about, is to extract the messages sent between validator-proxies, to another protocol. Today we are using istanbul...","",""
